Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Severity,Priority
18/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
19/02/25,Global Nav,TC_024,C&I,Fail,D_1022,Test Data Issue detected in C&I module.,Manual,Deferred,,
20/02/25,Global Nav,TC_024,C&I,Fail,D_1836,Automation Script Issue detected in C&I module.,Manual,In Progress,,
21/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
22/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
23/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
24/02/25,Global Nav,TC_024,C&I,Fail,D_1005,Requirement Gap detected in C&I module.,Automation,In Progress,,
25/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
26/02/25,Global Nav,TC_024,C&I,Pass,,,,,,
27/02/25,Global Nav,TC_024,C&I,Fail,D_1750,Code Issue detected in C&I module.,Automation,In Progress,,
28/02/25,Global Nav,TC_024,C&I,Fail,D_1052,Requirement Gap detected in C&I module.,Manual,In Progress,,
01/03/25,Global Nav,TC_024,C&I,Pass,,,,,,
02/03/25,Global Nav,TC_024,C&I,Fail,D_1123,Requirement Gap detected in C&I module.,Manual,Open,,
03/03/25,Global Nav,TC_024,C&I,Pass,,,,,,
04/03/25,Global Nav,TC_024,C&I,Pass,,,,,,
05/03/25,Global Nav,TC_024,C&I,Fail,D_1525,Test Data Issue detected in C&I module.,Manual,In Progress,,
15/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
16/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
17/12/24,Global Nav,TC_025,C&I,Fail,D_1524,Automation Script Issue detected in C&I module.,Manual,In Progress,,
18/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
19/12/24,Global Nav,TC_025,C&I,Fail,D_1286,Test Data Issue detected in C&I module.,Manual,Open,,
20/12/24,Global Nav,TC_025,C&I,Fail,D_1445,Code Issue detected in C&I module.,Automation,Closed,,
21/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
22/12/24,Global Nav,TC_025,C&I,Fail,D_1631,Code Issue detected in C&I module.,Automation,Open,,
23/12/24,Global Nav,TC_025,C&I,Fail,D_1197,Code Issue detected in C&I module.,Manual,In Progress,,
24/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
25/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
26/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
27/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
28/12/24,Global Nav,TC_025,C&I,Fail,D_1164,Environment Issue detected in C&I module.,Manual,In Progress,,
29/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
30/12/24,Global Nav,TC_025,C&I,Pass,,,,,,
31/12/24,Global Nav,TC_025,C&I,Fail,D_1267,Environment Issue detected in C&I module.,Manual,Open,,
01/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
02/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
03/01/25,Global Nav,TC_025,C&I,Fail,D_1583,Code Issue detected in C&I module.,Manual,In Progress,,
04/01/25,Global Nav,TC_025,C&I,Fail,D_1140,Requirement Gap detected in C&I module.,Automation,In Progress,,
05/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
06/01/25,Global Nav,TC_025,C&I,Fail,D_1440,Requirement Gap detected in C&I module.,Manual,Deferred,,
07/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
08/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
09/01/25,Global Nav,TC_025,C&I,Fail,D_1071,Code Issue detected in C&I module.,Manual,In Progress,,
10/01/25,Global Nav,TC_025,C&I,Fail,D_1791,Test Data Issue detected in C&I module.,Manual,Open,,
11/01/25,Global Nav,TC_025,C&I,Fail,D_1297,Environment Issue detected in C&I module.,Manual,In Progress,,
12/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
13/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
14/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
15/01/25,Global Nav,TC_025,C&I,Fail,D_1675,Automation Script Issue detected in C&I module.,Manual,Open,,
16/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
17/01/25,Global Nav,TC_025,C&I,Fail,D_1385,Environment Issue detected in C&I module.,Manual,In Progress,,
18/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
19/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
20/01/25,Global Nav,TC_025,C&I,Fail,D_1151,Code Issue detected in C&I module.,Manual,Deferred,,
21/01/25,Global Nav,TC_025,C&I,Fail,D_1887,Code Issue detected in C&I module.,Manual,Deferred,,
22/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
23/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
24/01/25,Global Nav,TC_025,C&I,Fail,D_1572,Code Issue detected in C&I module.,Manual,Open,,
25/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
26/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
27/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
28/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
29/01/25,Global Nav,TC_025,C&I,Fail,D_1294,Environment Issue detected in C&I module.,Automation,Open,,
30/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
31/01/25,Global Nav,TC_025,C&I,Pass,,,,,,
01/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
02/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
03/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
04/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
05/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
06/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
07/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
08/02/25,Global Nav,TC_025,C&I,Fail,D_1117,Automation Script Issue detected in C&I module.,Manual,Open,,
09/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
10/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
11/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
12/02/25,Global Nav,TC_025,C&I,Fail,D_1557,Test Data Issue detected in C&I module.,Automation,Deferred,,
13/02/25,Global Nav,TC_025,C&I,Fail,D_1668,Environment Issue detected in C&I module.,Manual,Open,,
14/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
15/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
16/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
17/02/25,Global Nav,TC_025,C&I,Fail,D_1218,Automation Script Issue detected in C&I module.,Manual,Open,,
18/02/25,Global Nav,TC_025,C&I,Fail,D_1647,Requirement Gap detected in C&I module.,Automation,Open,,
19/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
20/02/25,Global Nav,TC_025,C&I,Fail,D_1373,Requirement Gap detected in C&I module.,Manual,Closed,,
21/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
22/02/25,Global Nav,TC_025,C&I,Fail,D_1801,Automation Script Issue detected in C&I module.,Manual,Deferred,,
23/02/25,Global Nav,TC_025,C&I,Fail,D_1681,Automation Script Issue detected in C&I module.,Automation,Closed,,
24/02/25,Global Nav,TC_025,C&I,Fail,D_1176,Automation Script Issue detected in C&I module.,Automation,Closed,,
25/02/25,Global Nav,TC_025,C&I,Fail,D_1151,Automation Script Issue detected in C&I module.,Automation,Closed,,
26/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
27/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
28/02/25,Global Nav,TC_025,C&I,Pass,,,,,,
01/03/25,Global Nav,TC_025,C&I,Pass,,,,,,
02/03/25,Global Nav,TC_025,C&I,Pass,,,,,,
03/03/25,Global Nav,TC_025,C&I,Pass,,,,,,
04/03/25,Global Nav,TC_025,C&I,Pass,,,,,,
05/03/25,Global Nav,TC_025,C&I,Fail,D_1222,Requirement Gap detected in C&I module.,Manual,In Progress,,
15/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
16/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
17/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
18/12/24,Global Nav,TC_026,E&I,Fail,D_1441,Code Issue detected in E&I module.,Automation,Closed,,
19/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
20/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
21/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
22/12/24,Global Nav,TC_026,E&I,Fail,D_1818,Requirement Gap detected in E&I module.,Automation,Deferred,,
23/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
24/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
25/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
26/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
27/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
28/12/24,Global Nav,TC_026,E&I,Pass,,,,,,
29/12/24,Global Nav,TC_026,E&I,Fail,D_1382,Automation Script Issue detected in E&I module.,Automation,In Progress,,
30/12/24,Global Nav,TC_026,E&I,Fail,D_1044,Automation Script Issue detected in E&I module.,Manual,In Progress,,
31/12/24,Global Nav,TC_026,E&I,Fail,D_1922,Requirement Gap detected in E&I module.,Manual,In Progress,,
01/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
02/01/25,Global Nav,TC_026,E&I,Fail,D_1600,Requirement Gap detected in E&I module.,Manual,In Progress,,
03/01/25,Global Nav,TC_026,E&I,Fail,D_1936,Environment Issue detected in E&I module.,Automation,In Progress,,
04/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
05/01/25,Global Nav,TC_026,E&I,Fail,D_1065,Test Data Issue detected in E&I module.,Manual,In Progress,,
06/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
07/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
08/01/25,Global Nav,TC_026,E&I,Fail,D_1280,Test Data Issue detected in E&I module.,Automation,In Progress,,
09/01/25,Global Nav,TC_026,E&I,Fail,D_1725,Requirement Gap detected in E&I module.,Automation,Closed,,
10/01/25,Global Nav,TC_026,E&I,Fail,D_1988,Environment Issue detected in E&I module.,Automation,Deferred,,
11/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
12/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
13/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
14/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
15/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
16/01/25,Global Nav,TC_026,E&I,Fail,D_1476,Test Data Issue detected in E&I module.,Automation,Closed,,
17/01/25,Global Nav,TC_026,E&I,Fail,D_1755,Code Issue detected in E&I module.,Automation,Closed,,
18/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
19/01/25,Global Nav,TC_026,E&I,Fail,D_1074,Test Data Issue detected in E&I module.,Manual,In Progress,,
20/01/25,Global Nav,TC_026,E&I,Fail,D_1720,Code Issue detected in E&I module.,Automation,In Progress,,
21/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
22/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
23/01/25,Global Nav,TC_026,E&I,Fail,D_1715,Requirement Gap detected in E&I module.,Manual,Deferred,,
24/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
25/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
26/01/25,Global Nav,TC_026,E&I,Fail,D_1087,Environment Issue detected in E&I module.,Manual,Deferred,,
27/01/25,Global Nav,TC_026,E&I,Fail,D_1210,Automation Script Issue detected in E&I module.,Manual,Open,,
28/01/25,Global Nav,TC_026,E&I,Fail,D_1856,Code Issue detected in E&I module.,Manual,Closed,,
29/01/25,Global Nav,TC_026,E&I,Fail,D_1007,Environment Issue detected in E&I module.,Manual,Deferred,,
30/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
31/01/25,Global Nav,TC_026,E&I,Pass,,,,,,
01/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
02/02/25,Global Nav,TC_026,E&I,Fail,D_1252,Automation Script Issue detected in E&I module.,Automation,Open,,
03/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
04/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
05/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
06/02/25,Global Nav,TC_026,E&I,Fail,D_1256,Requirement Gap detected in E&I module.,Automation,In Progress,,
07/02/25,Global Nav,TC_026,E&I,Fail,D_1659,Code Issue detected in E&I module.,Manual,Open,,
08/02/25,Global Nav,TC_026,E&I,Fail,D_1678,Automation Script Issue detected in E&I module.,Automation,In Progress,,
09/02/25,Global Nav,TC_026,E&I,Fail,D_1275,Requirement Gap detected in E&I module.,Manual,In Progress,,
10/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
11/02/25,Global Nav,TC_026,E&I,Fail,D_1546,Test Data Issue detected in E&I module.,Automation,Closed,,
12/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
13/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
14/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
15/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
16/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
17/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
18/02/25,Global Nav,TC_026,E&I,Fail,D_1761,Test Data Issue detected in E&I module.,Manual,In Progress,,
19/02/25,Global Nav,TC_026,E&I,Fail,D_1217,Test Data Issue detected in E&I module.,Automation,Open,,
20/02/25,Global Nav,TC_026,E&I,Fail,D_1013,Test Data Issue detected in E&I module.,Manual,Deferred,,
21/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
22/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
23/02/25,Global Nav,TC_026,E&I,Fail,D_1767,Automation Script Issue detected in E&I module.,Manual,Open,,
24/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
25/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
26/02/25,Global Nav,TC_026,E&I,Fail,D_1943,Test Data Issue detected in E&I module.,Automation,In Progress,,
27/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
28/02/25,Global Nav,TC_026,E&I,Pass,,,,,,
01/03/25,Global Nav,TC_026,E&I,Fail,D_1529,Requirement Gap detected in E&I module.,Automation,Deferred,,
02/03/25,Global Nav,TC_026,E&I,Pass,,,,,,
03/03/25,Global Nav,TC_026,E&I,Pass,,,,,,
04/03/25,Global Nav,TC_026,E&I,Pass,,,,,,
05/03/25,Global Nav,TC_026,E&I,Pass,,,,,,
15/12/24,Global Nav,TC_027,C&I,Fail,D_1955,Code Issue detected in C&I module.,Automation,Closed,,
16/12/24,Global Nav,TC_027,C&I,Fail,D_1391,Requirement Gap detected in C&I module.,Automation,Deferred,,
17/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
18/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
19/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
20/12/24,Global Nav,TC_027,C&I,Fail,D_1691,Environment Issue detected in C&I module.,Automation,Open,,
21/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
22/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
23/12/24,Global Nav,TC_027,C&I,Fail,D_1625,Code Issue detected in C&I module.,Manual,In Progress,,
24/12/24,Global Nav,TC_027,C&I,Fail,D_1969,Environment Issue detected in C&I module.,Manual,Open,,
25/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
26/12/24,Global Nav,TC_027,C&I,Fail,D_1077,Test Data Issue detected in C&I module.,Automation,In Progress,,
27/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
28/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
29/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
30/12/24,Global Nav,TC_027,C&I,Pass,,,,,,
31/12/24,Global Nav,TC_027,C&I,Fail,D_1741,Test Data Issue detected in C&I module.,Automation,In Progress,,
01/01/25,Global Nav,TC_027,C&I,Fail,D_1436,Automation Script Issue detected in C&I module.,Manual,In Progress,,
02/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
03/01/25,Global Nav,TC_027,C&I,Fail,D_1650,Environment Issue detected in C&I module.,Automation,In Progress,,
04/01/25,Global Nav,TC_027,C&I,Fail,D_1487,Test Data Issue detected in C&I module.,Automation,Closed,,
05/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
06/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
07/01/25,Global Nav,TC_027,C&I,Fail,D_1500,Environment Issue detected in C&I module.,Automation,Closed,,
08/01/25,Global Nav,TC_027,C&I,Fail,D_1118,Code Issue detected in C&I module.,Automation,Closed,,
09/01/25,Global Nav,TC_027,C&I,Fail,D_1891,Automation Script Issue detected in C&I module.,Manual,In Progress,,
10/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
11/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
12/01/25,Global Nav,TC_027,C&I,Fail,D_1146,Environment Issue detected in C&I module.,Automation,Closed,,
13/01/25,Global Nav,TC_027,C&I,Fail,D_1085,Automation Script Issue detected in C&I module.,Automation,Closed,,
14/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
15/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
16/01/25,Global Nav,TC_027,C&I,Fail,D_1758,Environment Issue detected in C&I module.,Manual,In Progress,,
17/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
18/01/25,Global Nav,TC_027,C&I,Fail,D_1170,Automation Script Issue detected in C&I module.,Automation,Closed,,
19/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
20/01/25,Global Nav,TC_027,C&I,Fail,D_1773,Test Data Issue detected in C&I module.,Automation,Closed,,
21/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
22/01/25,Global Nav,TC_027,C&I,Fail,D_1188,Environment Issue detected in C&I module.,Manual,Deferred,,
23/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
24/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
25/01/25,Global Nav,TC_027,C&I,Fail,D_1344,Requirement Gap detected in C&I module.,Manual,Open,,
26/01/25,Global Nav,TC_027,C&I,Fail,D_1358,Automation Script Issue detected in C&I module.,Automation,Closed,,
27/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
28/01/25,Global Nav,TC_027,C&I,Fail,D_1187,Requirement Gap detected in C&I module.,Automation,Deferred,,
29/01/25,Global Nav,TC_027,C&I,Fail,D_1899,Environment Issue detected in C&I module.,Automation,Deferred,,
30/01/25,Global Nav,TC_027,C&I,Fail,D_1164,Code Issue detected in C&I module.,Automation,Open,,
31/01/25,Global Nav,TC_027,C&I,Pass,,,,,,
01/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
02/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
03/02/25,Global Nav,TC_027,C&I,Fail,D_1742,Automation Script Issue detected in C&I module.,Manual,Deferred,,
04/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
05/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
06/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
07/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
08/02/25,Global Nav,TC_027,C&I,Fail,D_1225,Environment Issue detected in C&I module.,Automation,Closed,,
09/02/25,Global Nav,TC_027,C&I,Fail,D_1532,Requirement Gap detected in C&I module.,Automation,Deferred,,
10/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
11/02/25,Global Nav,TC_027,C&I,Fail,D_1133,Test Data Issue detected in C&I module.,Automation,Closed,,
12/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
13/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
14/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
15/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
16/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
17/02/25,Global Nav,TC_027,C&I,Fail,D_1015,Code Issue detected in C&I module.,Automation,In Progress,,
18/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
19/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
20/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
21/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
22/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
23/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
24/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
25/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
26/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
27/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
28/02/25,Global Nav,TC_027,C&I,Pass,,,,,,
01/03/25,Global Nav,TC_027,C&I,Pass,,,,,,
02/03/25,Global Nav,TC_027,C&I,Pass,,,,,,
03/03/25,Global Nav,TC_027,C&I,Pass,,,,,,
04/03/25,Global Nav,TC_027,C&I,Fail,D_1696,Test Data Issue detected in C&I module.,Manual,Open,,
05/03/25,Global Nav,TC_027,C&I,Pass,,,,,,
15/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
16/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
17/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
18/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
19/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
20/12/24,Global Nav,TC_028,E&I,Fail,D_1495,Automation Script Issue detected in E&I module.,Automation,In Progress,,
21/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
22/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
23/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
24/12/24,Global Nav,TC_028,E&I,Fail,D_1941,Requirement Gap detected in E&I module.,Manual,In Progress,,
25/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
26/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
27/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
28/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
29/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
30/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
31/12/24,Global Nav,TC_028,E&I,Pass,,,,,,
01/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
02/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
03/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
04/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
05/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
06/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
07/01/25,Global Nav,TC_028,E&I,Fail,D_1366,Automation Script Issue detected in E&I module.,Manual,Open,,
08/01/25,Global Nav,TC_028,E&I,Fail,D_1127,Environment Issue detected in E&I module.,Automation,Closed,,
09/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
10/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
11/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
12/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
13/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
14/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
15/01/25,Global Nav,TC_028,E&I,Fail,D_1409,Automation Script Issue detected in E&I module.,Automation,Deferred,,
16/01/25,Global Nav,TC_028,E&I,Fail,D_1868,Test Data Issue detected in E&I module.,Automation,Open,,
17/01/25,Global Nav,TC_028,E&I,Fail,D_1086,Environment Issue detected in E&I module.,Automation,Open,,
18/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
19/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
20/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
21/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
22/01/25,Global Nav,TC_028,E&I,Fail,D_1363,Test Data Issue detected in E&I module.,Manual,In Progress,,
23/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
24/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
25/01/25,Global Nav,TC_028,E&I,Fail,D_1668,Code Issue detected in E&I module.,Manual,In Progress,,
26/01/25,Global Nav,TC_028,E&I,Fail,D_1075,Environment Issue detected in E&I module.,Manual,In Progress,,
27/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
28/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
29/01/25,Global Nav,TC_028,E&I,Fail,D_1753,Requirement Gap detected in E&I module.,Automation,Closed,,
30/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
31/01/25,Global Nav,TC_028,E&I,Pass,,,,,,
01/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
02/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
03/02/25,Global Nav,TC_028,E&I,Fail,D_1655,Environment Issue detected in E&I module.,Manual,Open,,
04/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
05/02/25,Global Nav,TC_028,E&I,Fail,D_1260,Test Data Issue detected in E&I module.,Automation,Deferred,,
06/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
07/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
08/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
09/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
10/02/25,Global Nav,TC_028,E&I,Fail,D_1060,Test Data Issue detected in E&I module.,Manual,Closed,,
11/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
12/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
13/02/25,Global Nav,TC_028,E&I,Fail,D_1430,Requirement Gap detected in E&I module.,Automation,Closed,,
14/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
15/02/25,Global Nav,TC_028,E&I,Fail,D_1482,Requirement Gap detected in E&I module.,Automation,Deferred,,
16/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
17/02/25,Global Nav,TC_028,E&I,Fail,D_1192,Code Issue detected in E&I module.,Manual,Open,,
18/02/25,Global Nav,TC_028,E&I,Fail,D_1478,Automation Script Issue detected in E&I module.,Automation,Deferred,,
19/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
20/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
21/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
22/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
23/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
24/02/25,Global Nav,TC_028,E&I,Fail,D_1948,Requirement Gap detected in E&I module.,Manual,Deferred,,
25/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
26/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
27/02/25,Global Nav,TC_028,E&I,Pass,,,,,,
28/02/25,Global Nav,TC_028,E&I,Fail,D_1890,Environment Issue detected in E&I module.,Automation,Deferred,,
01/03/25,Global Nav,TC_028,E&I,Fail,D_1615,Test Data Issue detected in E&I module.,Manual,Closed,,
02/03/25,Global Nav,TC_028,E&I,Pass,,,,,,
03/03/25,Global Nav,TC_028,E&I,Fail,D_1916,Environment Issue detected in E&I module.,Manual,Deferred,,
04/03/25,Global Nav,TC_028,E&I,Pass,,,,,,
05/03/25,Global Nav,TC_028,E&I,Fail,D_1840,Requirement Gap detected in E&I module.,Automation,In Progress,,
15/12/24,Global Nav,TC_029,E&I,Fail,D_1694,Automation Script Issue detected in E&I module.,Manual,Deferred,,
16/12/24,Global Nav,TC_029,E&I,Fail,D_1738,Requirement Gap detected in E&I module.,Manual,Closed,,
17/12/24,Global Nav,TC_029,E&I,Pass,,,,,,
18/12/24,Global Nav,TC_029,E&I,Pass,,,,,,
19/12/24,Global Nav,TC_029,E&I,Pass,,,,,,
20/12/24,Global Nav,TC_029,E&I,Pass,,,,,,
21/12/24,Global Nav,TC_029,E&I,Fail,D_1989,Requirement Gap detected in E&I module.,Automation,Deferred,,
22/12/24,Global Nav,TC_029,E&I,Pass,,,,,,
