Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Test Case Name,Severity,Priority
2025-01-13,Global Nav,TC_006,M&R,Pass,D8278,Issue with environment in E&I,Data Issue,Open,Test Case 51,Critical,P2
2025-01-14,Global Nav,TC_006,M&R,Pass,D8392,Issue with environment in C&I,Data Issue,Open,Test Case 61,Critical,P4
2025-01-15,Global Nav,TC_006,M&R,Fail,D_1918,Environment Issue detected in M&R module.,Manual,Deferred,Test Case 76,Medium,P2
2025-01-16,Global Nav,TC_006,M&R,Fail,D_1721,Environment Issue detected in M&R module.,Automation,Closed,Test Case 97,Medium,P3
2025-01-17,Global Nav,TC_006,M&R,Pass,D4727,Issue with environment in M&R,UI Element Issue,Open,Test Case 65,Critical,P2
2025-01-18,Global Nav,TC_006,M&R,Pass,D3858,Issue with data issue in E&I,UI Element Issue,Open,Test Case 79,High,P2
2025-01-19,Global Nav,TC_006,M&R,Fail,D_1483,Requirement Gap detected in M&R module.,Manual,In Progress,Test Case 51,High,P1
2025-01-20,Global Nav,TC_006,M&R,Pass,D6619,Issue with environment in E&I,UI Element Issue,Open,Test Case 9,Critical,P1
2025-01-21,Global Nav,TC_006,M&R,Fail,D_1354,Automation Script Issue detected in M&R module.,Automation,In Progress,Test Case 22,Critical,P4
2025-01-22,Global Nav,TC_006,M&R,Pass,D6323,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 73,High,P1
2025-01-23,Global Nav,TC_006,M&R,Pass,D9715,Issue with data issue in E&I,Environment,Closed,Test Case 112,Medium,P1
2025-01-24,Global Nav,TC_006,M&R,Fail,D_1952,Requirement Gap detected in M&R module.,Automation,Open,Test Case 50,Critical,P1
2025-01-25,Global Nav,TC_006,M&R,Pass,D1889,Issue with environment in C&I,Data Issue,Open,Test Case 42,Medium,P1
2025-01-26,Global Nav,TC_006,M&R,Fail,D_1596,Test Data Issue detected in M&R module.,Automation,Deferred,Test Case 111,Medium,P3
2025-01-27,Global Nav,TC_006,M&R,Fail,D_1830,Test Data Issue detected in M&R module.,Manual,In Progress,Test Case 95,Medium,P4
2025-01-28,Global Nav,TC_006,M&R,Pass,D8278,Issue with environment in M&R,UI Element Issue,Open,Test Case 63,Medium,P2
2025-01-29,Global Nav,TC_006,M&R,Fail,D_1470,Automation Script Issue detected in M&R module.,Manual,In Progress,Test Case 34,High,P3
2025-01-30,Global Nav,TC_006,M&R,Fail,D_1806,Environment Issue detected in M&R module.,Manual,In Progress,Test Case 56,Critical,P4
2025-01-31,Global Nav,TC_006,M&R,Fail,D_1754,Automation Script Issue detected in M&R module.,Automation,Deferred,Test Case 95,Critical,P2
2025-02-01,Global Nav,TC_006,M&R,Pass,D3685,Issue with ui element issue in E&I,Environment,Closed,Test Case 57,Medium,P4
2025-02-02,Global Nav,TC_006,M&R,Fail,D_1346,Requirement Gap detected in M&R module.,Automation,Deferred,Test Case 91,Medium,P4
2025-02-03,Global Nav,TC_006,M&R,Fail,D_1270,Code Issue detected in M&R module.,Automation,Deferred,Test Case 27,Critical,P2
2025-02-04,Global Nav,TC_006,M&R,Pass,D7558,Issue with environment in E&I,Environment,In Progress,Test Case 20,Medium,P3
2025-02-05,Global Nav,TC_006,M&R,Fail,D_1205,Automation Script Issue detected in M&R module.,Manual,In Progress,Test Case 18,Medium,P1
2025-02-06,Global Nav,TC_006,M&R,Fail,D_1781,Requirement Gap detected in M&R module.,Automation,In Progress,Test Case 67,Medium,P2
2025-02-07,Global Nav,TC_006,M&R,Fail,D_1837,Environment Issue detected in M&R module.,Automation,Closed,Test Case 71,High,P4
2025-02-08,Global Nav,TC_006,M&R,Fail,D_1305,Automation Script Issue detected in M&R module.,Manual,In Progress,Test Case 36,High,P1
2025-02-09,Global Nav,TC_006,M&R,Pass,D3066,Issue with environment in C&I,Data Issue,Closed,Test Case 15,Medium,P3
2025-02-10,Global Nav,TC_006,M&R,Pass,D3460,Issue with environment in C&I,Data Issue,Closed,Test Case 70,Medium,P2
2025-02-11,Global Nav,TC_006,M&R,Pass,D1621,Issue with ui element issue in C&I,Environment,Closed,Test Case 78,High,P2
2025-02-12,Global Nav,TC_006,M&R,Pass,D9185,Issue with environment in E&I,UI Element Issue,Closed,Test Case 110,Medium,P1
2025-02-13,Global Nav,TC_006,M&R,Pass,D3460,Issue with environment in E&I,Data Issue,Closed,Test Case 27,Critical,P2
2025-02-14,Global Nav,TC_006,M&R,Pass,D3685,Issue with environment in E&I,Environment,In Progress,Test Case 13,High,P1
2025-02-15,Global Nav,TC_006,M&R,Pass,D5257,Issue with data issue in M&R,Environment,In Progress,Test Case 110,Critical,P3
2025-02-16,Global Nav,TC_006,M&R,Pass,D3213,Issue with environment in C&I,Data Issue,Open,Test Case 39,High,P2
2025-02-17,Global Nav,TC_006,M&R,Pass,D9422,Issue with environment in C&I,Environment,Closed,Test Case 2,Medium,P3
2025-02-18,Global Nav,TC_006,M&R,Pass,D1972,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 71,High,P2
2025-02-19,Global Nav,TC_006,M&R,Pass,D8392,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 18,High,P4
2025-02-20,Global Nav,TC_006,M&R,Fail,D_1055,Test Data Issue detected in M&R module.,Automation,Deferred,Test Case 101,High,P4
2025-02-21,Global Nav,TC_006,M&R,Pass,D7669,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 27,Critical,P2
2025-02-22,Global Nav,TC_006,M&R,Pass,D9758,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 40,High,P3
2025-02-23,Global Nav,TC_006,M&R,Fail,D_1446,Test Data Issue detected in M&R module.,Automation,Closed,Test Case 25,Critical,P1
2025-02-24,Global Nav,TC_006,M&R,Pass,D1524,Issue with environment in C&I,Data Issue,Closed,Test Case 18,Critical,P1
2025-02-25,Global Nav,TC_006,M&R,Fail,D_1654,Code Issue detected in M&R module.,Automation,Deferred,Test Case 18,Medium,P4
2025-02-26,Global Nav,TC_006,M&R,Pass,D5257,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 80,Medium,P3
2025-02-27,Global Nav,TC_006,M&R,Pass,D9376,Issue with data issue in M&R,Environment,Closed,Test Case 64,Critical,P3
2025-02-28,Global Nav,TC_006,M&R,Pass,D9376,Issue with environment in C&I,Environment,Closed,Test Case 24,Critical,P3
2025-03-01,Global Nav,TC_006,M&R,Fail,D_1066,Automation Script Issue detected in M&R module.,Automation,In Progress,Test Case 46,Medium,P3
2025-03-02,Global Nav,TC_006,M&R,Pass,D1889,Issue with environment in E&I,Data Issue,In Progress,Test Case 80,High,P3
2025-03-03,Global Nav,TC_006,M&R,Pass,D9376,Issue with environment in M&R,UI Element Issue,Closed,Test Case 69,Medium,P4
2025-03-04,Global Nav,TC_006,M&R,Pass,D3545,Issue with environment in M&R,Environment,Open,Test Case 41,Critical,P2
2025-03-05,Global Nav,TC_006,M&R,Pass,D9093,Issue with ui element issue in M&R,Environment,Open,Test Case 90,Medium,P2
2024-12-15,Global Nav,TC_007,E&I,Pass,D1972,Issue with data issue in M&R,Data Issue,Open,Test Case 83,Critical,P3
2024-12-16,Global Nav,TC_007,E&I,Pass,D6532,Issue with environment in M&R,Environment,Open,Test Case 28,High,P1
2024-12-17,Global Nav,TC_007,E&I,Pass,D1621,Issue with environment in C&I,UI Element Issue,Closed,Test Case 70,High,P4
2024-12-18,Global Nav,TC_007,E&I,Pass,D3685,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 16,Critical,P1
2024-12-19,Global Nav,TC_007,E&I,Pass,D1621,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 57,Medium,P1
2024-12-20,Global Nav,TC_007,E&I,Pass,D8789,Issue with data issue in E&I,Environment,Open,Test Case 69,High,P3
2024-12-21,Global Nav,TC_007,E&I,Pass,D6532,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 84,Critical,P4
2024-12-22,Global Nav,TC_007,E&I,Pass,D8415,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 54,Critical,P1
2024-12-23,Global Nav,TC_007,E&I,Pass,D6619,Issue with data issue in E&I,UI Element Issue,Open,Test Case 13,Critical,P1
2024-12-24,Global Nav,TC_007,E&I,Pass,D3685,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 75,Medium,P3
2024-12-25,Global Nav,TC_007,E&I,Pass,D3685,Issue with environment in E&I,UI Element Issue,Open,Test Case 75,Medium,P2
2024-12-26,Global Nav,TC_007,E&I,Pass,D8415,Issue with ui element issue in M&R,Environment,Open,Test Case 10,High,P1
2024-12-27,Global Nav,TC_007,E&I,Pass,D9082,Issue with ui element issue in C&I,Environment,In Progress,Test Case 12,High,P3
2024-12-28,Global Nav,TC_007,E&I,Pass,D3481,Issue with environment in C&I,UI Element Issue,Closed,Test Case 43,High,P3
2024-12-29,Global Nav,TC_007,E&I,Pass,D4279,Issue with ui element issue in M&R,Environment,Open,Test Case 41,Critical,P4
2024-12-30,Global Nav,TC_007,E&I,Pass,D3066,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 67,Medium,P3
2024-12-31,Global Nav,TC_007,E&I,Pass,D9185,Issue with data issue in C&I,UI Element Issue,Open,Test Case 118,High,P3
2025-01-01,Global Nav,TC_007,E&I,Pass,D9758,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 21,Medium,P2
2025-01-02,Global Nav,TC_007,E&I,Fail,D_1306,Code Issue detected in E&I module.,Automation,Closed,Test Case 117,Critical,P3
2025-01-03,Global Nav,TC_007,E&I,Pass,D9376,Issue with ui element issue in M&R,Data Issue,Open,Test Case 77,Critical,P2
2025-01-04,Global Nav,TC_007,E&I,Pass,D8400,Issue with data issue in C&I,Environment,Open,Test Case 79,Critical,P2
2025-01-05,Global Nav,TC_007,E&I,Pass,D8400,Issue with environment in C&I,Environment,Open,Test Case 45,Medium,P4
2025-01-06,Global Nav,TC_007,E&I,Pass,D8392,Issue with data issue in C&I,Data Issue,Open,Test Case 85,Critical,P1
2025-01-07,Global Nav,TC_007,E&I,Pass,D5537,Issue with data issue in C&I,UI Element Issue,Open,Test Case 110,High,P3
2025-01-08,Global Nav,TC_007,E&I,Pass,D9185,Issue with data issue in C&I,Environment,Open,Test Case 29,High,P2
2025-01-09,Global Nav,TC_007,E&I,Pass,D3545,Issue with environment in E&I,Environment,Closed,Test Case 24,High,P2
2025-01-10,Global Nav,TC_007,E&I,Pass,D1524,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 73,Medium,P2
2025-01-11,Global Nav,TC_007,E&I,Pass,D1373,Issue with ui element issue in C&I,Environment,Closed,Test Case 59,Critical,P2
2025-01-12,Global Nav,TC_007,E&I,Fail,D_1531,Test Data Issue detected in E&I module.,Automation,In Progress,Test Case 99,High,P2
2025-01-13,Global Nav,TC_007,E&I,Fail,D_1987,Automation Script Issue detected in E&I module.,Manual,Deferred,Test Case 68,High,P3
2025-01-14,Global Nav,TC_007,E&I,Pass,D4279,Issue with environment in C&I,Data Issue,Open,Test Case 12,High,P4
2025-01-15,Global Nav,TC_007,E&I,Fail,D_1054,Code Issue detected in E&I module.,Manual,Closed,Test Case 47,Critical,P2
2025-01-16,Global Nav,TC_007,E&I,Pass,D5537,Issue with environment in C&I,Data Issue,In Progress,Test Case 1,Medium,P4
2025-01-17,Global Nav,TC_007,E&I,Fail,D_1205,Code Issue detected in E&I module.,Manual,Closed,Test Case 34,Critical,P3
2025-01-18,Global Nav,TC_007,E&I,Pass,D9185,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 70,High,P3
2025-01-19,Global Nav,TC_007,E&I,Fail,D_1022,Requirement Gap detected in E&I module.,Automation,Open,Test Case 83,Critical,P2
2025-01-20,Global Nav,TC_007,E&I,Fail,D_1075,Code Issue detected in E&I module.,Manual,Closed,Test Case 79,High,P4
2025-01-21,Global Nav,TC_007,E&I,Fail,D_1737,Test Data Issue detected in E&I module.,Automation,Closed,Test Case 15,Medium,P1
2025-01-22,Global Nav,TC_007,E&I,Fail,D_1246,Test Data Issue detected in E&I module.,Manual,In Progress,Test Case 70,Critical,P1
2025-01-23,Global Nav,TC_007,E&I,Pass,D1972,Issue with data issue in M&R,Environment,Open,Test Case 12,Critical,P4
2025-01-24,Global Nav,TC_007,E&I,Pass,D1621,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 30,Critical,P1
2025-01-25,Global Nav,TC_007,E&I,Pass,D3685,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 1,Critical,P2
2025-01-26,Global Nav,TC_007,E&I,Pass,D3009,Issue with environment in C&I,UI Element Issue,Closed,Test Case 71,High,P1
2025-01-27,Global Nav,TC_007,E&I,Pass,D3858,Issue with data issue in E&I,Environment,Closed,Test Case 19,High,P3
2025-01-28,Global Nav,TC_007,E&I,Fail,D_1642,Test Data Issue detected in E&I module.,Automation,Open,Test Case 32,High,P4
2025-01-29,Global Nav,TC_007,E&I,Fail,D_1108,Requirement Gap detected in E&I module.,Manual,Closed,Test Case 116,Medium,P2
2025-01-30,Global Nav,TC_007,E&I,Fail,D_1823,Test Data Issue detected in E&I module.,Automation,Closed,Test Case 21,Critical,P2
2025-01-31,Global Nav,TC_007,E&I,Pass,D8278,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 71,Medium,P2
2025-02-01,Global Nav,TC_007,E&I,Pass,D9715,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 14,Critical,P4
2025-02-02,Global Nav,TC_007,E&I,Fail,D_1916,Code Issue detected in E&I module.,Manual,In Progress,Test Case 91,Medium,P4
2025-02-03,Global Nav,TC_007,E&I,Pass,D9376,Issue with ui element issue in M&R,Environment,Open,Test Case 102,High,P3
2025-02-04,Global Nav,TC_007,E&I,Pass,D3009,Issue with environment in M&R,Data Issue,In Progress,Test Case 5,High,P1
2025-02-05,Global Nav,TC_007,E&I,Pass,D7558,Issue with data issue in C&I,Data Issue,In Progress,Test Case 110,Critical,P2
2025-02-06,Global Nav,TC_007,E&I,Pass,D8400,Issue with data issue in M&R,Data Issue,In Progress,Test Case 106,Medium,P1
2025-02-07,Global Nav,TC_007,E&I,Pass,D4727,Issue with data issue in E&I,Environment,In Progress,Test Case 108,Medium,P1
2025-02-08,Global Nav,TC_007,E&I,Pass,D9422,Issue with ui element issue in C&I,Environment,Open,Test Case 45,Critical,P1
2025-02-09,Global Nav,TC_007,E&I,Pass,D9758,Issue with ui element issue in E&I,Environment,Open,Test Case 6,Critical,P4
2025-02-10,Global Nav,TC_007,E&I,Pass,D8415,Issue with ui element issue in C&I,Environment,Closed,Test Case 23,High,P4
2025-02-11,Global Nav,TC_007,E&I,Pass,D7669,Issue with data issue in E&I,Data Issue,In Progress,Test Case 19,Medium,P4
2025-02-12,Global Nav,TC_007,E&I,Pass,D3213,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 90,Critical,P4
2025-02-13,Global Nav,TC_007,E&I,Fail,D_1573,Code Issue detected in E&I module.,Manual,In Progress,Test Case 2,Medium,P2
2025-02-14,Global Nav,TC_007,E&I,Pass,D7669,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 83,Medium,P3
2025-02-15,Global Nav,TC_007,E&I,Pass,D3545,Issue with environment in C&I,Environment,Open,Test Case 4,High,P3
2025-02-16,Global Nav,TC_007,E&I,Pass,D1972,Issue with ui element issue in E&I,Data Issue,Open,Test Case 120,Critical,P1
2025-02-17,Global Nav,TC_007,E&I,Fail,D_1769,Environment Issue detected in E&I module.,Manual,In Progress,Test Case 111,Medium,P1
2025-02-18,Global Nav,TC_007,E&I,Fail,D_1408,Automation Script Issue detected in E&I module.,Manual,Open,Test Case 39,Medium,P4
2025-02-19,Global Nav,TC_007,E&I,Pass,D6323,Issue with environment in C&I,Data Issue,Open,Test Case 36,Medium,P4
2025-02-20,Global Nav,TC_007,E&I,Pass,D8281,Issue with environment in E&I,Environment,Open,Test Case 33,Critical,P1
2025-02-21,Global Nav,TC_007,E&I,Fail,D_1949,Code Issue detected in E&I module.,Manual,Open,Test Case 58,Medium,P4
2025-02-22,Global Nav,TC_007,E&I,Pass,D9422,Issue with environment in M&R,Data Issue,Closed,Test Case 2,Medium,P4
2025-02-23,Global Nav,TC_007,E&I,Fail,D_1301,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 10,Medium,P1
2025-02-24,Global Nav,TC_007,E&I,Fail,D_1815,Automation Script Issue detected in E&I module.,Automation,Closed,Test Case 103,High,P3
2025-02-25,Global Nav,TC_007,E&I,Pass,D1889,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 117,Medium,P3
2025-02-26,Global Nav,TC_007,E&I,Pass,D9715,Issue with environment in C&I,Data Issue,Open,Test Case 14,High,P1
2025-02-27,Global Nav,TC_007,E&I,Fail,D_1150,Automation Script Issue detected in E&I module.,Automation,Closed,Test Case 98,Medium,P4
2025-02-28,Global Nav,TC_007,E&I,Fail,D_1752,Automation Script Issue detected in E&I module.,Automation,Closed,Test Case 52,Medium,P4
2025-03-01,Global Nav,TC_007,E&I,Pass,D3545,Issue with data issue in C&I,Data Issue,Closed,Test Case 47,Critical,P4
2025-03-02,Global Nav,TC_007,E&I,Pass,D3460,Issue with ui element issue in C&I,Environment,Open,Test Case 80,High,P1
2025-03-03,Global Nav,TC_007,E&I,Pass,D3066,Issue with ui element issue in M&R,Environment,Closed,Test Case 33,Critical,P2
2025-03-04,Global Nav,TC_007,E&I,Pass,D9376,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 62,High,P3
2025-03-05,Global Nav,TC_007,E&I,Pass,D8789,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 14,Critical,P4
2024-12-15,Global Nav,TC_008,M&R,Fail,D_1640,Code Issue detected in M&R module.,Manual,Deferred,Test Case 26,Medium,P3
2024-12-16,Global Nav,TC_008,M&R,Pass,D9758,Issue with ui element issue in E&I,Environment,In Progress,Test Case 66,Medium,P3
2024-12-17,Global Nav,TC_008,M&R,Pass,D1889,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 63,Critical,P2
2024-12-18,Global Nav,TC_008,M&R,Fail,D_1910,Code Issue detected in M&R module.,Automation,Deferred,Test Case 120,High,P3
2024-12-19,Global Nav,TC_008,M&R,Pass,D9422,Issue with environment in M&R,UI Element Issue,Open,Test Case 62,High,P1
2024-12-20,Global Nav,TC_008,M&R,Fail,D_1495,Code Issue detected in M&R module.,Automation,In Progress,Test Case 27,Critical,P3
2024-12-21,Global Nav,TC_008,M&R,Fail,D_1665,Requirement Gap detected in M&R module.,Automation,Closed,Test Case 106,High,P3
2024-12-22,Global Nav,TC_008,M&R,Pass,D5257,Issue with environment in M&R,UI Element Issue,Closed,Test Case 52,High,P3
2024-12-23,Global Nav,TC_008,M&R,Pass,D7689,Issue with environment in E&I,Data Issue,Closed,Test Case 89,Medium,P4
2024-12-24,Global Nav,TC_008,M&R,Fail,D_1429,Requirement Gap detected in M&R module.,Manual,Deferred,Test Case 26,Medium,P4
2024-12-25,Global Nav,TC_008,M&R,Pass,D8789,Issue with data issue in M&R,Data Issue,Open,Test Case 34,Critical,P2
2024-12-26,Global Nav,TC_008,M&R,Fail,D_1672,Environment Issue detected in M&R module.,Manual,Open,Test Case 16,Medium,P4
2024-12-27,Global Nav,TC_008,M&R,Fail,D_1897,Environment Issue detected in M&R module.,Automation,Closed,Test Case 79,Critical,P2
2024-12-28,Global Nav,TC_008,M&R,Pass,D1373,Issue with data issue in M&R,Environment,Open,Test Case 32,Critical,P1
2024-12-29,Global Nav,TC_008,M&R,Pass,D3460,Issue with environment in C&I,Environment,Open,Test Case 89,High,P2
2024-12-30,Global Nav,TC_008,M&R,Pass,D4279,Issue with environment in C&I,Data Issue,Open,Test Case 105,Medium,P1
2024-12-31,Global Nav,TC_008,M&R,Pass,D3481,Issue with ui element issue in E&I,Environment,Open,Test Case 23,High,P3
2025-01-01,Global Nav,TC_008,M&R,Pass,D3858,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 37,High,P1
2025-01-02,Global Nav,TC_008,M&R,Fail,D_1171,Test Data Issue detected in M&R module.,Automation,Deferred,Test Case 54,Medium,P3
2025-01-03,Global Nav,TC_008,M&R,Pass,D4279,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 35,Medium,P2
2025-01-04,Global Nav,TC_008,M&R,Fail,D_1409,Requirement Gap detected in M&R module.,Manual,Deferred,Test Case 36,High,P1
2025-01-05,Global Nav,TC_008,M&R,Fail,D_1292,Environment Issue detected in M&R module.,Automation,Deferred,Test Case 30,Critical,P2
2025-01-06,Global Nav,TC_008,M&R,Pass,D6323,Issue with environment in M&R,UI Element Issue,Open,Test Case 69,Medium,P2
2025-01-07,Global Nav,TC_008,M&R,Pass,D7669,Issue with ui element issue in C&I,Environment,Closed,Test Case 24,High,P4
2025-01-08,Global Nav,TC_008,M&R,Pass,D7689,Issue with data issue in M&R,Environment,In Progress,Test Case 92,High,P3
2025-01-09,Global Nav,TC_008,M&R,Pass,D8893,Issue with data issue in M&R,Data Issue,Open,Test Case 18,Critical,P1
2025-01-10,Global Nav,TC_008,M&R,Pass,D9093,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 97,High,P3
2025-01-11,Global Nav,TC_008,M&R,Pass,D9082,Issue with environment in E&I,UI Element Issue,Open,Test Case 101,Critical,P1
2025-01-12,Global Nav,TC_008,M&R,Fail,D_1254,Requirement Gap detected in M&R module.,Automation,Deferred,Test Case 10,High,P1
2025-01-13,Global Nav,TC_008,M&R,Pass,D6323,Issue with ui element issue in M&R,Environment,Closed,Test Case 108,Medium,P2
2025-01-14,Global Nav,TC_008,M&R,Pass,D3545,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 67,Critical,P1
2025-01-15,Global Nav,TC_008,M&R,Pass,D7558,Issue with data issue in E&I,Data Issue,Closed,Test Case 98,High,P3
2025-01-16,Global Nav,TC_008,M&R,Pass,D8893,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 19,Medium,P4
2025-01-17,Global Nav,TC_008,M&R,Pass,D6532,Issue with data issue in C&I,Data Issue,Closed,Test Case 45,Critical,P3
2025-01-18,Global Nav,TC_008,M&R,Pass,D3481,Issue with ui element issue in C&I,Environment,Closed,Test Case 15,Medium,P2
2025-01-19,Global Nav,TC_008,M&R,Pass,D4204,Issue with ui element issue in E&I,Environment,Closed,Test Case 49,High,P1
2025-01-20,Global Nav,TC_008,M&R,Fail,D_1502,Requirement Gap detected in M&R module.,Manual,In Progress,Test Case 45,Critical,P1
2025-01-21,Global Nav,TC_008,M&R,Fail,D_1820,Requirement Gap detected in M&R module.,Automation,Open,Test Case 37,High,P4
2025-01-22,Global Nav,TC_008,M&R,Pass,D4279,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 104,Critical,P1
2025-01-23,Global Nav,TC_008,M&R,Pass,D3545,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 66,High,P2
2025-01-24,Global Nav,TC_008,M&R,Pass,D6323,Issue with environment in M&R,Environment,Open,Test Case 29,Critical,P4
2025-01-25,Global Nav,TC_008,M&R,Pass,D8812,Issue with data issue in E&I,Data Issue,Closed,Test Case 63,High,P1
2025-01-26,Global Nav,TC_008,M&R,Pass,D9715,Issue with environment in C&I,UI Element Issue,Open,Test Case 29,Critical,P2
2025-01-27,Global Nav,TC_008,M&R,Pass,D3685,Issue with data issue in E&I,Data Issue,Closed,Test Case 1,Medium,P4
2025-01-28,Global Nav,TC_008,M&R,Pass,D6606,Issue with data issue in C&I,Environment,Closed,Test Case 23,Medium,P4
2025-01-29,Global Nav,TC_008,M&R,Fail,D_1752,Requirement Gap detected in M&R module.,Manual,Deferred,Test Case 39,Critical,P2
2025-01-30,Global Nav,TC_008,M&R,Pass,D3460,Issue with data issue in E&I,Environment,In Progress,Test Case 26,High,P4
2025-01-31,Global Nav,TC_008,M&R,Fail,D_1594,Automation Script Issue detected in M&R module.,Automation,In Progress,Test Case 51,Critical,P1
2025-02-01,Global Nav,TC_008,M&R,Pass,D1889,Issue with data issue in E&I,Data Issue,Open,Test Case 35,High,P4
2025-02-02,Global Nav,TC_008,M&R,Pass,D6619,Issue with ui element issue in M&R,UI Element Issue,Open,Test Case 86,High,P1
2025-02-03,Global Nav,TC_008,M&R,Fail,D_1467,Test Data Issue detected in M&R module.,Manual,Deferred,Test Case 32,High,P4
2025-02-04,Global Nav,TC_008,M&R,Fail,D_1007,Test Data Issue detected in M&R module.,Automation,In Progress,Test Case 84,Critical,P4
2025-02-05,Global Nav,TC_008,M&R,Pass,D5257,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 70,High,P2
2025-02-06,Global Nav,TC_008,M&R,Pass,D8278,Issue with data issue in C&I,Data Issue,Open,Test Case 72,Critical,P4
2025-02-07,Global Nav,TC_008,M&R,Fail,D_1382,Environment Issue detected in M&R module.,Automation,Deferred,Test Case 70,High,P2
2025-02-08,Global Nav,TC_008,M&R,Pass,D3066,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 80,High,P3
2025-02-09,Global Nav,TC_008,M&R,Fail,D_1123,Test Data Issue detected in M&R module.,Automation,Closed,Test Case 81,Medium,P2
2025-02-10,Global Nav,TC_008,M&R,Fail,D_1176,Requirement Gap detected in M&R module.,Automation,In Progress,Test Case 40,Critical,P3
2025-02-11,Global Nav,TC_008,M&R,Fail,D_1869,Requirement Gap detected in M&R module.,Automation,Open,Test Case 30,Critical,P4
2025-02-12,Global Nav,TC_008,M&R,Fail,D_1402,Automation Script Issue detected in M&R module.,Manual,Deferred,Test Case 31,High,P4
2025-02-13,Global Nav,TC_008,M&R,Fail,D_1635,Code Issue detected in M&R module.,Manual,Deferred,Test Case 82,Critical,P4
2025-02-14,Global Nav,TC_008,M&R,Pass,D6323,Issue with ui element issue in M&R,Environment,Open,Test Case 53,Medium,P4
2025-02-15,Global Nav,TC_008,M&R,Pass,D8812,Issue with environment in C&I,UI Element Issue,Open,Test Case 70,Critical,P1
2025-02-16,Global Nav,TC_008,M&R,Pass,D9376,Issue with data issue in C&I,UI Element Issue,Closed,Test Case 96,Critical,P1
2025-02-17,Global Nav,TC_008,M&R,Pass,D3481,Issue with ui element issue in C&I,Environment,In Progress,Test Case 19,Medium,P3
2025-02-18,Global Nav,TC_008,M&R,Pass,D8400,Issue with data issue in E&I,Data Issue,Closed,Test Case 11,Medium,P3
2025-02-19,Global Nav,TC_008,M&R,Fail,D_1170,Code Issue detected in M&R module.,Manual,Deferred,Test Case 73,Critical,P3
2025-02-20,Global Nav,TC_008,M&R,Fail,D_1494,Test Data Issue detected in M&R module.,Manual,Closed,Test Case 102,Critical,P4
2025-02-21,Global Nav,TC_008,M&R,Pass,D5257,Issue with environment in C&I,Data Issue,Open,Test Case 84,High,P4
2025-02-22,Global Nav,TC_008,M&R,Pass,D1889,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 60,Medium,P4
2025-02-23,Global Nav,TC_008,M&R,Fail,D_1261,Requirement Gap detected in M&R module.,Automation,Deferred,Test Case 117,Medium,P2
2025-02-24,Global Nav,TC_008,M&R,Pass,D9422,Issue with environment in C&I,UI Element Issue,Open,Test Case 25,Medium,P3
2025-02-25,Global Nav,TC_008,M&R,Fail,D_1240,Test Data Issue detected in M&R module.,Manual,Deferred,Test Case 104,Medium,P3
2025-02-26,Global Nav,TC_008,M&R,Pass,D8278,Issue with data issue in E&I,Data Issue,Closed,Test Case 76,High,P2
2025-02-27,Global Nav,TC_008,M&R,Fail,D_1495,Code Issue detected in M&R module.,Automation,Deferred,Test Case 46,Critical,P3
2025-02-28,Global Nav,TC_008,M&R,Pass,D3066,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 76,High,P2
